,rgi_reg,year,a_comp,b_comp,c_comp,d_comp
51,11,500,109.84335704710199,0.9937563379497683,4.202735300085634e-09,4.999999999999942
52,12,500,119.02148690220099,0.6358937253398298,41.43582618213088,4.9999999999999885
53,13,500,127.26490697742133,0.5272201008790187,13.938482872892884,4.999999999997742
54,14,500,120.0968000302952,0.39323835253948985,7.857715104785993,4.999999999999965
55,15,500,92.53912800813902,0.5084323782174007,19.475786460950296,2.2769569637628257
56,16,500,136.64640223549603,0.8116887225949447,86.46277264449475,1.5597096043278662
57,17,500,87.774311895507,0.27306025090984115,2.425824774864286,2.8604247380455994
58,18,500,107.69349042496006,0.38532017194793977,27.73054736049686,2.142960601025372
59,19,500,105.47998687937606,0.2682698469023859,1.2097843612571759e-09,4.999999999978493
60,All,5000,94.35516634116262,0.44316219171266946,6.869757837025438e-12,4.999999999999999
61,01,5000,87.5870473753086,0.2761036045391057,9.706578291863822,4.909759989587509
62,02,5000,100.79769722784896,1.0970913914835805,2.6400826432763047,0.0113132368098567
63,03,5000,91.50456649415993,0.26325295544746924,6.374825528687461e-13,4.999999999997589
64,04,5000,32.93883868270754,0.387355636773887,22.111437703332385,4.999999999999917
65,05,5000,78.18331507862996,0.3953286450096942,8.956052076065477,4.999999988805408
66,06,5000,109.68419278738209,0.6842559133541415,3.3318652917305835e-08,0.024939840294048388
67,07,5000,98.78514711024573,0.6891587520338416,1.0581042241406297e-09,4.999999999998831
68,08,5000,176.07039737818957,1.5199181005212825,2.4793013444742398,0.021883570174162266
69,09,5000,19.828058947777148,4.999999999999999,71.2548702432259,0.42351755757521314
70,10,5000,136.27795072858814,1.0643983276907822,5.296822431189874,4.999999999999999
71,11,5000,111.03067476845521,1.000246428554525,3.3566423824358984e-09,0.02524216572924498
72,12,5000,118.9545686685873,0.6354748241020493,42.1583081594243,4.999999999999995
73,13,5000,130.13016072503555,0.5393876436447776,17.318468152172454,4.999999999996851
74,14,5000,119.57690746209336,0.3837297065548969,13.469443256362705,4.999999999999994
75,15,5000,93.93224169322703,0.51518808653241,20.076668560553596,2.7153947456473504
76,16,5000,133.94490457227738,0.8015215158440776,92.62471733524319,1.6173097786448944
77,17,5000,87.36046374195027,0.2729089755497922,2.4844887398598914,2.874156485306518
78,18,5000,107.46230850942021,0.3838289076567175,28.98785680388521,2.1637891931087476
79,19,5000,108.64156656129147,0.354484590172682,1.4815148585039461e-08,0.025027196319657108
